,repo,os,days_needed_to_remove_min,days_needed_to_remove_max,introducing_commit_id_first,introducing_commit_id_last,non_performance_candidate_commit_id,commiter_fixing_date,releases_pre_fixing_commit,issues_pre_fixing_commit,open_issues_pre_fixing_commit,closed_issues_pre_fixing_commit,mean_code_frequency_addition,median_code_frequency_addition,mean_code_frequency_deletion,median_code_frequency_deletion,patch_total_modifications,patch_total_deletions,patch_total_additions,Main Language,LOC,Contributors,age_pre_fixing
258,https://github.com/colloquy/colloquy,ios,330,882,f79b972e,c1317a08,d24444e9,2007-07-17T00:26:08Z,0,1275,142,1133,1462.761006,1,1550.902516,0,38,18,20,Objective-C,146498,1,1605
259,https://github.com/herzbube/littlego,ios,251,251,ef7cc3c,ef7cc3c,616bd6a,2013-02-15T21:03:18Z,13,95,39,56,326.4057971,0,213.7507246,0,39,1,38,Objective-C,30458,1,754
260,https://github.com/herzbube/littlego,ios,0,258,8e23a3b,f728f23,0b83187,2013-12-08T01:58:33Z,17,188,70,118,233.2913907,0,146.897351,0,23,9,14,Objective-C,35713,1,1050
261,https://github.com/herzbube/littlego,ios,439,439,2012800,5e6067a,10e73b5,2012-11-23T19:38:11Z,10,0,0,0,380.8767507,0,242.9215686,0,82,3,79,Objective-C,24928,1,670
262,https://github.com/herzbube/littlego,ios,353,455,8f20a16,8dc7db1,b96fca3,2012-11-09T18:38:10Z,10,0,0,0,380.2869081,0,242.9415042,0,38,6,32,Objective-C,24862,1,656
263,https://github.com/herzbube/littlego,ios,18,353,716d923,8a37db3,42c7fb9,2012-11-22T20:08:22Z,10,0,0,0,380.8767507,0,242.9215686,0,53,2,51,Objective-C,24870,1,669
264,https://github.com/herzbube/littlego,ios,338,426,0a9cd9a,ade8f07,dce5b43,2012-11-21T23:31:51Z,10,0,0,0,380.8767507,0,242.9215686,0,365,247,118,Objective-C,24847,1,668
265,https://github.com/herzbube/littlego,ios,295,299,8ca1066,0674ac3,ca6b6de,2012-11-14T21:53:45Z,10,0,0,0,380.7960894,0,243.4804469,0,20,3,17,Objective-C,24917,1,661
266,https://github.com/herzbube/littlego,ios,154,447,515028f,965bd92,5b980bc,2012-06-10T22:40:03Z,9,0,0,0,379.0315789,0,234.8157895,0,129,13,116,Objective-C,21718,1,504
267,https://github.com/herzbube/littlego,ios,57,57,de85c9e,de85c9e,8aea24e,2016-08-21T14:22:11Z,22,294,95,199,108.4223602,0,36.14285714,0,10,2,8,Objective-C,43242,1,2037
268,https://github.com/herzbube/littlego,ios,18,18,4edb776,4edb776,1f706eb,2014-01-05T01:59:04Z,17,200,75,125,230.3657718,0,139.5234899,0,2,1,1,Objective-C,35082,1,1078
269,https://github.com/herzbube/littlego,ios,1,677,471f9b3,dd0e884,db544d1,2013-02-03T01:26:26Z,13,91,38,53,329.3699422,0,215.583815,0,41,19,22,Objective-C,29721,1,742
270,https://github.com/herzbube/littlego,ios,87,87,bb7f876,bb7f876,c52694f,2015-06-09T22:32:32Z,21,287,93,194,87.27678571,0,31.91964286,0,19,3,16,Objective-C,43263,1,1598
271,https://github.com/herzbube/littlego,ios,10,328,c3b5c28,f9535ae,ee31e76,2012-01-27T00:34:26Z,8,0,0,0,388.6525,0,239.4125,0,1276,263,1013,Objective-C,19987,1,369
272,https://github.com/herzbube/littlego,ios,1,304,db3616b,0674ac3,8d732bd,2012-01-25T02:43:45Z,8,0,0,0,388.6525,0,239.4125,0,294,81,213,Objective-C,19928,1,367
273,https://github.com/kiliankoe/ParkenDD,ios,31,31,48db0c5,48db0c5,5137978,2015-04-06T14:20:47Z,2,51,6,45,390.1974249,0,276.6609442,0,5,1,4,Swift,960,1,78
274,https://github.com/kiliankoe/ParkenDD,ios,0,0,0f5f40b,0f5f40b,551efe6,2015-03-31T14:10:18Z,2,48,6,42,464.8290598,0,399.5982906,0,9,3,6,Swift,1222,1,72
275,https://github.com/kiliankoe/ParkenDD,ios,210,210,557d182,557d182,3bbe870,2015-10-16T11:46:56Z,5,118,18,100,223.1262136,0,110.315534,0,2,1,1,Swift,2004,3,271
276,https://github.com/Lyndir/Gorillas,ios,0,0,be0c6d5,be0c6d5,174eaa9,2009-06-25T21:06:24Z,0,0,0,0,131.8897196,0,130.8373832,0,20,10,10,Objective-C,4780,1,207
277,https://github.com/Lyndir/Gorillas,ios,3,8,db5c42c,ed144da,52950c8,2009-06-25T21:06:18Z,0,0,0,0,131.8897196,0,130.8373832,0,114,38,76,Objective-C,2548,1,207
278,https://github.com/Lyndir/Gorillas,ios,0,95,db5c42c,e4398cf,a9c5766,2009-06-25T21:06:28Z,0,0,0,0,131.8897196,0,130.8373832,0,181,93,88,Objective-C,6217,1,207
279,https://github.com/mozilla-mobile/firefox-ios,ios,6,14,5f45d7b0d,658b6d03a,fc937d97a,2014-11-25T20:37:51Z,0,27,0,27,11233.82937,1166.5,10631.03968,609.5,60,3,57,Swift,33182,5,23
280,https://github.com/mozilla-mobile/firefox-ios,ios,0,0,1e7dcf8f4,e8b46da27,a5902b780,2014-11-25T19:38:01Z,0,25,0,25,11233.82937,1166.5,10631.03968,609.5,69,8,61,Swift,33157,5,23
281,https://github.com/mozilla-mobile/firefox-ios,ios,232,232,e666672ea,e666672ea,7f4b2c128,2016-11-09T21:01:13Z,61,2224,0,2224,6627.446667,824,12143.18,522.5,2,1,1,Swift,421143,67,738
282,https://github.com/mozilla-mobile/firefox-ios,ios,42,42,c4b40b0a7,c4b40b0a7,efb43ad94,2016-06-21T13:54:22Z,46,1917,0,1917,5955.6,816,10781.42941,508.5,4,1,3,Swift,415679,67,597
283,https://github.com/mozilla-mobile/firefox-ios,ios,0,59,f2559ffff,357258aaa,5a44eab87,2015-05-05T17:29:18Z,0,420,0,420,11770.44105,1087,11243.27074,581,55,4,51,Swift,52171,31,184
284,https://github.com/mozilla-mobile/firefox-ios,ios,3,3,27bd62536,27bd62536,93e723055,2016-02-16T17:26:48Z,9,1532,0,1532,5579.941489,872.5,9842.430851,509.5,51,1,50,Swift,175442,67,471
285,https://github.com/mumble-voip/mumble-iphoneos,ios,100,576,dd50cf1,b25eb22,9e60a38,2011-11-17T18:51:40Z,2,40,6,34,94.93170732,0,469.3097561,0,18,5,13,Objective-C,86231,1,683
286,https://github.com/mumble-voip/mumble-iphoneos,ios,4,537,e87de98,f83cf7f,9e51ec6,2011-11-24T23:26:55Z,2,40,6,34,78.57701711,0,125.405868,0,39,27,12,Objective-C,5825,1,690
287,https://github.com/wordpress-mobile/WordPress-iOS,ios,6,6,74194d4651,74194d4651,f6a0c920da,2008-07-30T17:47:51Z,1,0,0,0,10777.76632,1867,11259.41581,1111.5,18,7,11,Swift,8061,3,10
288,https://github.com/wordpress-mobile/WordPress-iOS,ios,4,4,6e4ff8585d,6e4ff8585d,6a4868d386,2009-06-22T22:57:11Z,6,0,0,0,11724.37009,2159,12248.30093,1322,36,18,18,Swift,13493,6,337
289,https://github.com/wordpress-mobile/WordPress-iOS,ios,8,8,b0c3b80d10,b0c3b80d10,d925a826cc,2012-06-29T13:35:01Z,26,0,0,0,16077.33333,3333.5,16955.58995,1948,6,3,3,Swift,68873,13,1440
290,https://github.com/wordpress-mobile/WordPress-iOS,ios,8,8,b0c3b80d10,b0c3b80d10,d52be61723,2012-06-29T20:48:35Z,26,0,0,0,16077.33333,3333.5,16955.58995,1948,10,5,5,Swift,68871,13,1440
291,https://github.com/wordpress-mobile/WordPress-iOS,ios,0,0,1fb1609325,1fb1609325,c82a3020f0,2013-04-20T02:02:15Z,37,3,0,3,17006.6756,3544,18105.83333,2066.5,23,6,17,Swift,86105,13,1735
292,https://github.com/wordpress-mobile/WordPress-iOS,ios,14,503,2e26e1c0bc,2.22E+24,aef1801163,2011-12-08T22:54:17Z,24,0,0,0,15116.39066,3034,15917.96069,1897,5,3,2,Swift,62053,13,1236
293,https://github.com/wordpress-mobile/WordPress-iOS,ios,24,206,e71e233883,41d0e1d13b,8644a1a7b4,2011-08-27T09:34:38Z,23,0,0,0,14630.74882,2921,15364.36493,1821,40,7,33,Swift,60963,13,1133
294,https://github.com/zgrossbart/bridges,ios,1,3,40cd0ba,50dcc56,3630521,2012-09-05T10:02:55Z,0,0,0,0,3523.442935,0,373.763587,0,251,41,210,Objective-C,50863,1,10
